Job Level,Marital Status,Distance from Home,Monthly Income,Company Tenure,Age,Years at Company,Remote Work,Work-Life Balance,Education Level
1,1,0.5714285714285714,0.5209944352099443,0.15999999999999998,1.0,0.09999999999999999,1,2,1
1,1,0.5510204081632653,0.5278600852786007,0.27999999999999997,0.34146341463414637,0.38,0,0,2
0,1,0.8877551020408162,0.37905615379056146,0.424,0.7560975609756098,0.48,0,2,0
0,1,0.4183673469387755,0.6743513767435136,0.688,0.9756097560975612,0.54,0,1,3
0,1,0.7346938775510203,0.2280841222808412,0.44,0.39024390243902446,0.22,0,0,0
0,0,0.26530612244897955,0.5749801257498012,0.256,0.024390243902439046,0.12000000000000001,0,3,0
1,2,0.7755102040816326,0.34386066343860655,0.16799999999999998,0.902439024390244,0.22,0,2,3
1,1,0.4183673469387755,0.48023415480234144,0.264,0.853658536585366,0.09999999999999999,0,2,2
1,2,0.3571428571428571,0.34942545349425447,0.52,0.21951219512195125,0.27999999999999997,0,3,0
0,2,0.7857142857142856,0.19166004191660038,0.592,0.853658536585366,0.09999999999999999,1,0,3
0,1,0.2551020408163265,0.328105803281058,0.36,0.6829268292682928,0.12000000000000001,0,1,3
1,0,0.48979591836734687,0.3304907133049071,0.304,0.9512195121951221,0.44,0,2,4
0,1,0.6836734693877551,0.31777119317771185,0.688,0.04878048780487804,0.2,0,0,0
1,0,0.9999999999999999,0.43145190431451896,0.376,0.2926829268292683,0.38,0,3,0
2,1,0.22448979591836732,0.7908506179085061,0.376,1.0,0.7,0,0,2
0,0,0.09183673469387754,0.25272819252728196,0.544,0.4634146341463415,0.42,0,1,2
0,2,0.846938775510204,0.6317120763171207,0.432,0.3170731707317073,0.44,0,0,1
2,0,0.5714285714285714,0.7145334971453349,0.584,0.8048780487804879,0.08,0,1,1
0,1,0.2755102040816326,0.6459492664594926,0.832,0.7073170731707319,0.64,0,3,3
0,1,0.0,0.4669364746693647,0.912,1.0,0.82,1,3,1
1,2,0.2551020408163265,0.5495410854954108,0.24,0.5365853658536586,0.42,0,1,3
1,1,0.7755102040816326,0.6097419960974199,0.288,0.04878048780487804,0.14,0,0,2
1,2,0.8061224489795917,0.21890583218905832,0.48,0.26829268292682934,0.33999999999999997,0,2,4
0,1,0.9387755102040816,0.4412083544120835,0.072,0.9756097560975612,0.08,0,2,1
0,2,0.520408163265306,0.1975139119751391,0.44,0.9756097560975612,0.0,1,1,3
0,1,0.3571428571428571,0.43354773433547733,0.36,0.39024390243902446,0.24000000000000002,0,2,3
2,1,0.22448979591836732,0.15089976150899762,0.328,0.8048780487804879,0.12000000000000001,0,2,1
1,0,0.6224489795918366,0.2506323625063236,0.824,0.9756097560975612,0.88,0,2,1
2,2,0.7448979591836734,0.6869986268699861,0.36,0.14634146341463422,0.24000000000000002,0,2,3
0,0,0.8979591836734693,0.5243188552431884,0.712,0.9756097560975612,0.78,1,0,0
1,1,0.2755102040816326,0.18905832189058322,0.68,0.7317073170731709,0.22,0,1,0
2,2,0.08163265306122448,0.43969068439690673,0.392,0.04878048780487804,0.16,0,3,0
0,1,0.9285714285714285,0.26949483269494834,0.12000000000000001,0.9268292682926831,0.06,0,2,0
0,2,0.5408163265306122,0.471200404712004,0.392,0.4146341463414634,0.12000000000000001,0,0,2
2,1,0.2857142857142857,0.5347980053479799,0.664,0.04878048780487804,0.09999999999999999,1,1,2
0,1,0.37755102040816324,0.552865505528655,0.672,0.8048780487804879,0.16,0,0,2
0,1,0.8061224489795917,0.191515501915155,0.08800000000000001,0.024390243902439046,0.2,0,0,3
1,1,0.09183673469387754,0.44698995446989953,0.016,0.21951219512195125,0.039999999999999994,0,0,1
2,1,0.030612244897959183,0.4081809640818096,0.672,0.4634146341463415,0.2,0,3,3
0,2,0.5306122448979591,0.4691045746910457,0.6,0.21951219512195125,0.24000000000000002,1,1,0
0,2,0.9999999999999999,0.38635542386355426,0.416,0.6585365853658538,0.36,1,2,1
2,2,0.510204081632653,0.47705427477054263,0.328,0.21951219512195125,0.02,0,0,0
1,2,0.8979591836734693,0.7726385777263857,0.112,0.07317073170731708,0.06,0,0,4
1,1,0.173469387755102,0.3615668136156681,0.264,0.5853658536585367,0.5,0,2,1
0,2,0.7040816326530611,0.47980053479800533,0.584,0.878048780487805,0.08,0,0,1
1,2,0.4081632653061224,0.4609380646093806,0.184,0.6829268292682928,0.32,0,3,3
1,2,0.37755102040816324,0.5560453855604538,0.624,0.902439024390244,0.86,1,0,3
1,2,0.7040816326530611,0.31401315314013145,0.312,0.7317073170731709,0.14,0,0,1
0,0,0.9795918367346937,0.2853942328539423,0.56,0.902439024390244,0.78,1,1,4
0,2,0.673469387755102,0.2744091927440919,0.32,0.21951219512195125,0.039999999999999994,0,2,0
1,1,0.9693877551020408,0.20568042205680423,0.52,0.6097560975609757,0.66,0,2,2
0,2,0.2346938775510204,0.5361711353617112,0.76,0.4634146341463415,0.48,1,1,2
0,1,0.9489795918367346,0.41837103418371024,0.248,0.26829268292682934,0.22,0,0,2
1,1,0.6224489795918366,0.40615740406157397,0.264,0.26829268292682934,0.02,0,2,0
0,0,0.846938775510204,0.622244706222447,0.616,0.8048780487804879,0.52,0,1,3
2,1,0.2857142857142857,0.3299125532991255,0.584,1.0,0.88,0,1,0
1,1,0.4081632653061224,0.3995085639950856,0.2,0.07317073170731708,0.12000000000000001,0,1,3
0,1,0.8571428571428571,0.30317265303172647,0.128,0.4634146341463415,0.27999999999999997,0,1,0
2,2,0.7959183673469387,0.4121558141215581,0.304,0.43902439024390244,0.22,0,2,3
2,1,0.8877551020408162,0.42176772421767716,0.648,0.09756097560975613,0.08,0,0,2
1,2,0.693877551020408,0.5187540651875405,0.504,0.14634146341463422,0.26,0,3,1
0,2,0.07142857142857142,0.4024716340247163,0.184,0.8048780487804879,0.33999999999999997,0,1,0
0,0,0.7653061224489796,0.5772204957722049,0.648,0.3658536585365854,0.09999999999999999,0,2,0
1,1,0.836734693877551,0.6100310761003107,0.76,0.853658536585366,0.52,1,1,2
2,2,0.44897959183673464,0.16318566163185658,0.21600000000000003,0.43902439024390244,0.45999999999999996,0,1,0
0,1,0.5408163265306122,0.5139842451398424,0.48,0.26829268292682934,0.16,0,2,0
0,1,0.5408163265306122,0.38946303389463033,0.296,0.04878048780487804,0.06,0,2,0
1,2,0.6836734693877551,0.45472284454722833,0.592,0.7317073170731709,0.3,0,0,0
1,1,0.7142857142857142,0.3251427332514273,0.05600000000000001,0.853658536585366,0.0,0,1,1
1,1,0.5816326530612245,0.21724362217243623,0.14400000000000002,0.0,0.14,1,2,3
0,1,0.2755102040816326,0.5901568259015681,0.536,0.5609756097560976,0.32,0,0,0
1,2,0.01020408163265306,0.515285105152851,0.184,0.5609756097560976,0.08,0,1,1
1,0,0.2551020408163265,0.43441497434414966,0.352,0.34146341463414637,0.06,0,3,4
0,1,0.3061224489795918,0.3004263930042639,0.304,0.04878048780487804,0.02,0,0,3
0,2,0.14285714285714282,0.25670304256703036,0.672,0.5853658536585367,0.27999999999999997,0,2,0
2,1,0.04081632653061224,0.6869263568692635,0.256,0.48780487804878053,0.08,1,2,1
0,1,0.26530612244897955,0.6116932861169327,0.304,0.6829268292682928,0.02,0,2,3
1,1,0.2857142857142857,0.5342921153429211,0.584,0.024390243902439046,0.039999999999999994,0,1,1
1,1,0.2040816326530612,0.4323191443231914,0.328,0.8292682926829269,0.64,1,2,0
2,2,0.836734693877551,0.6473946664739466,0.424,0.5121951219512195,0.33999999999999997,1,2,2
0,1,0.6836734693877551,0.6131386861313868,0.33599999999999997,0.7073170731707319,0.12000000000000001,0,2,2
1,1,0.2346938775510204,0.27744453277444525,0.20800000000000002,0.43902439024390244,0.45999999999999996,0,1,2
0,1,0.32653061224489793,0.21811086218110862,0.704,1.0,0.26,1,0,4
0,2,0.7448979591836734,0.31856616318566155,0.352,0.14634146341463422,0.12000000000000001,0,2,4
0,2,0.01020408163265306,0.6773144467731443,0.504,0.853658536585366,0.06,0,2,2
0,1,0.12244897959183672,0.3025944930259449,0.448,0.48780487804878053,0.3,0,2,1
1,1,0.3571428571428571,0.4855098648550986,0.312,0.4146341463414634,0.06,0,0,1
2,1,0.05102040816326531,0.5871214858712148,0.592,0.5609756097560976,0.44,0,2,0
0,1,0.2857142857142857,0.5414468454144684,0.576,0.6585365853658538,0.27999999999999997,1,0,1
0,1,0.37755102040816324,0.5815566958155669,0.33599999999999997,0.8292682926829269,0.64,0,0,1
1,1,0.846938775510204,0.45551781455517804,0.616,0.8048780487804879,0.74,1,2,3
2,1,0.05102040816326531,0.3692274336922743,0.184,0.0,0.02,0,0,2
1,2,0.8979591836734693,0.9246946592469465,0.504,0.024390243902439046,0.09999999999999999,1,1,4
1,1,0.2857142857142857,0.3421261834212618,0.488,0.21951219512195125,0.06,0,2,1
2,1,0.5306122448979591,0.5214280552142805,0.504,0.43902439024390244,0.36,0,1,1
0,2,0.26530612244897955,0.25807617258076165,0.344,0.07317073170731708,0.16,0,2,3
0,1,0.22448979591836732,0.4792223747922236,0.672,0.8048780487804879,0.18000000000000002,1,2,2
0,2,0.38775510204081626,0.3143022331430223,0.256,0.853658536585366,0.12000000000000001,0,3,1
1,1,0.7244897959183673,0.489990604899906,0.76,0.878048780487805,0.7,0,3,3
1,0,0.48979591836734687,0.4359326443593263,0.448,1.0,0.45999999999999996,0,1,3
0,0,0.9081632653061223,0.5345811953458118,0.52,0.6829268292682928,0.6,0,1,3
0,2,0.846938775510204,0.48818385488183846,0.328,0.5121951219512195,0.3,1,2,3
0,1,0.11224489795918367,0.256558502565585,0.72,0.43902439024390244,0.24000000000000002,0,0,0
2,1,0.846938775510204,0.44229240442292395,0.384,0.024390243902439046,0.16,1,0,1
0,1,0.14285714285714282,0.47669292476692915,0.536,0.0,0.039999999999999994,0,1,0
0,2,0.030612244897959183,0.4514706945147069,0.20800000000000002,0.2926829268292683,0.42,1,2,1
0,0,0.07142857142857142,0.529016405290164,0.36,0.7804878048780488,0.2,0,3,3
0,2,0.2346938775510204,0.4520488545204885,0.456,0.04878048780487804,0.22,0,1,2
1,1,0.08163265306122448,0.34863048348630477,0.624,0.4146341463414634,0.06,1,1,1
1,1,0.5408163265306122,0.48977379489773787,0.552,0.4634146341463415,0.45999999999999996,1,1,2
0,2,0.0,0.5211389752113896,0.536,0.024390243902439046,0.18000000000000002,0,0,3
0,1,0.38775510204081626,0.20546361205463612,0.592,0.6341463414634148,0.12000000000000001,0,2,3
1,1,0.04081632653061224,0.5683312856833128,0.616,0.9756097560975612,0.32,1,0,1
1,0,0.26530612244897955,0.43123509431235085,0.16799999999999998,0.2439024390243903,0.2,0,3,1
1,2,0.36734693877551017,0.6408180964081809,0.8,0.7560975609756098,0.62,0,0,1
2,1,0.48979591836734687,0.5019874250198741,0.4,0.9512195121951221,0.06,0,1,1
1,1,0.7755102040816326,0.3599768735997687,0.64,0.5121951219512195,0.45999999999999996,0,2,1
2,1,0.36734693877551017,0.5034328250343282,0.05600000000000001,0.6585365853658538,0.12000000000000001,0,1,1
2,2,0.7857142857142856,0.25453494254534936,0.23199999999999998,0.4146341463414634,0.14,1,0,0
0,1,0.4183673469387755,0.33077979330779794,0.648,0.9756097560975612,0.12000000000000001,0,0,3
1,1,0.24489795918367346,0.5577798655777986,0.664,0.5853658536585367,0.09999999999999999,1,1,3
0,2,0.030612244897959183,0.1722194117221941,0.664,0.5853658536585367,0.16,0,0,2
2,1,0.47959183673469385,0.3289007732890077,0.272,0.07317073170731708,0.24000000000000002,0,3,1
0,1,0.19387755102040813,0.5202717352027173,0.184,0.43902439024390244,0.08,0,1,2
1,2,0.14285714285714282,0.3289730432897304,0.728,0.2439024390243903,0.26,0,1,1
2,0,0.14285714285714282,0.3607718436077184,0.24,0.7804878048780488,0.0,0,1,1
1,2,0.16326530612244897,0.5165859651658595,0.728,0.6585365853658538,0.5599999999999999,1,1,0
1,2,0.030612244897959183,0.2265664522656645,0.192,0.14634146341463422,0.22,0,1,3
0,1,0.13265306122448978,0.1695454216954542,0.648,0.5609756097560976,0.33999999999999997,1,1,0
1,1,0.4591836734693877,0.3810797138107971,0.488,0.4146341463414634,0.48,0,0,1
1,0,0.38775510204081626,0.2638577726385777,0.424,0.12195121951219517,0.2,0,2,2
0,2,0.9591836734693877,0.5379778853797788,0.432,0.3170731707317073,0.18000000000000002,0,0,2
0,2,0.5306122448979591,0.508058105080581,0.664,0.4146341463414634,0.52,0,3,1
2,0,0.5306122448979591,0.45696321456963207,0.432,0.5121951219512195,0.58,0,3,1
1,1,0.4183673469387755,0.5915299559152994,0.15200000000000002,0.09756097560975613,0.12000000000000001,0,2,1
2,0,0.19387755102040813,0.3995085639950856,0.632,0.17073170731707316,0.02,0,2,0
0,2,0.05102040816326531,0.7589795475897954,0.15999999999999998,0.878048780487805,0.039999999999999994,0,3,1
0,2,0.9693877551020408,0.4457613644576136,0.648,0.3658536585365854,0.26,1,2,1
0,1,0.5306122448979591,0.5115270651152706,0.46399999999999997,0.43902439024390244,0.3,0,1,2
0,2,0.5,0.4743802847438028,0.64,1.0,0.039999999999999994,0,3,4
0,2,0.18367346938775508,0.22367565223675648,0.032,0.17073170731707316,0.0,1,2,3
0,1,0.6632653061224489,0.23386572233865718,0.21600000000000003,0.6829268292682928,0.42,0,0,2
1,1,0.08163265306122448,0.7214714172147141,0.184,0.21951219512195125,0.16,0,1,0
0,1,0.510204081632653,0.3408253234082532,0.736,0.8048780487804879,0.78,1,1,2
0,1,0.510204081632653,0.31495266314952663,0.424,0.39024390243902446,0.27999999999999997,1,2,0
0,1,0.36734693877551017,0.38136879381368793,0.46399999999999997,0.5121951219512195,0.48,0,2,1
0,1,0.5510204081632653,0.27412011274120107,0.408,0.2926829268292683,0.0,1,2,4
0,2,0.22448979591836732,0.2314085423140854,0.528,0.48780487804878053,0.44,0,0,3
0,1,0.5408163265306122,0.5886391558863915,0.616,0.6341463414634148,0.02,0,0,1
0,1,0.1530612244897959,0.5065404350654042,0.6,0.48780487804878053,0.5599999999999999,0,1,3
2,1,0.01020408163265306,0.24232131242321311,0.2,0.8292682926829269,0.38,0,2,3
0,2,0.3571428571428571,0.4862325648623256,0.6,0.8292682926829269,0.22,1,2,0
1,0,0.8979591836734693,0.34349931343499307,0.624,0.902439024390244,0.16,1,3,1
0,2,0.09183673469387754,0.6389390763893906,0.424,0.7560975609756098,0.44,0,3,0
1,2,0.13265306122448978,0.35274987352749876,0.20800000000000002,0.4146341463414634,0.45999999999999996,0,2,0
2,1,0.44897959183673464,0.2230974922309749,0.768,0.43902439024390244,0.38,0,3,0
1,1,0.18367346938775508,0.4996747849967478,0.584,0.34146341463414637,0.039999999999999994,0,1,1
0,1,0.3571428571428571,0.20972754209727543,0.72,0.9756097560975612,0.32,0,3,2
1,1,0.48979591836734687,0.6119100961191009,0.672,0.6585365853658538,0.22,0,2,3
0,1,0.5,0.3137240731372407,0.288,0.4634146341463415,0.08,0,1,3
2,2,0.061224489795918366,0.260894702608947,0.808,0.7804878048780488,0.64,0,0,1
1,0,0.6428571428571428,0.17908506179085062,0.552,0.7560975609756098,0.16,1,2,2
0,2,0.47959183673469385,0.5439762954397629,0.14400000000000002,0.34146341463414637,0.36,0,2,0
0,1,0.846938775510204,0.5725952157259521,0.616,0.1951219512195122,0.33999999999999997,0,1,0
0,1,0.32653061224489793,0.4951217749512177,0.288,0.7317073170731709,0.24000000000000002,0,0,1
1,2,0.43877551020408156,0.32470911324709106,0.176,0.34146341463414637,0.36,0,1,1
1,2,0.32653061224489793,0.4916528149165281,0.184,0.43902439024390244,0.32,0,2,3
1,1,0.7448979591836734,0.3560020235600202,0.072,0.48780487804878053,0.16,0,2,4
1,0,0.09183673469387754,0.23552793235527933,0.072,0.17073170731707316,0.0,1,0,1
2,0,0.1020408163265306,0.38693358386933585,0.456,0.3658536585365854,0.44,0,2,0
2,2,0.5,0.7168461371684612,0.584,0.43902439024390244,0.38,0,0,0
0,1,0.36734693877551017,0.172002601720026,0.46399999999999997,0.6097560975609757,0.36,1,0,1
0,2,0.4183673469387755,0.5718725157187251,0.6,0.4634146341463415,0.27999999999999997,0,3,3
0,1,0.09183673469387754,0.3751535737515357,0.496,0.9756097560975612,0.44,0,1,1
2,2,0.2755102040816326,0.33771771337717715,0.48,0.7317073170731709,0.45999999999999996,0,2,0
1,1,0.12244897959183672,0.32709402327094017,0.52,0.024390243902439046,0.02,0,2,1
1,1,0.030612244897959183,0.1602948616029486,0.512,0.7804878048780488,0.32,0,1,0
0,1,0.1020408163265306,0.7120040471200404,0.552,0.39024390243902446,0.039999999999999994,0,1,1
1,1,0.9795918367346937,0.19924839199248393,0.6,0.3170731707317073,0.16,0,0,0
2,1,0.04081632653061224,0.5186095251860952,0.608,0.4146341463414634,0.08,0,1,2
1,2,0.37755102040816324,0.35058177350581765,0.328,0.1951219512195122,0.02,0,2,2
0,1,0.9387755102040816,0.43275276432752763,0.696,0.7317073170731709,0.68,0,1,1
1,2,0.2551020408163265,0.5731733757317337,0.46399999999999997,0.09756097560975613,0.2,0,2,1
1,2,0.21428571428571425,0.2227361422273614,0.192,0.12195121951219517,0.14,0,2,2
1,2,0.7040816326530611,0.5343643853436438,0.096,0.21951219512195125,0.02,0,1,4
0,1,0.9693877551020408,0.5639950856399508,0.256,0.7560975609756098,0.5,0,2,1
1,2,0.44897959183673464,0.665606706656067,0.296,0.0,0.039999999999999994,0,3,1
0,1,0.5306122448979591,0.3613500036135,0.312,0.2926829268292683,0.08,0,1,2
0,0,0.9489795918367346,0.242104502421045,0.04,0.04878048780487804,0.0,0,0,2
0,1,0.0,0.6068511960685119,0.44,0.6829268292682928,0.6,0,1,0
0,1,0.2857142857142857,0.5363156753631567,0.568,0.6585365853658538,0.54,0,1,0
2,2,0.7346938775510203,0.4514706945147069,0.552,0.1951219512195122,0.33999999999999997,0,3,1
1,1,0.24489795918367346,0.518898605188986,0.576,0.26829268292682934,0.18000000000000002,0,2,0
0,2,0.6326530612244897,0.41128857411288566,0.848,0.853658536585366,0.7,0,3,3
2,1,0.5306122448979591,0.1821926718219267,0.392,0.4634146341463415,0.12000000000000001,0,1,0
1,2,0.5918367346938775,0.566813615668136,0.768,0.6097560975609757,0.45999999999999996,0,1,1
1,0,0.08163265306122448,0.7743007877430078,0.272,0.2439024390243903,0.2,0,3,4
0,1,0.04081632653061224,0.2467297824672978,0.496,0.4634146341463415,0.45999999999999996,0,2,0
0,0,0.2857142857142857,0.3726241237262412,0.592,0.853658536585366,0.12000000000000001,0,2,1
0,1,0.9387755102040816,0.5056009250560092,0.23199999999999998,0.5365853658536586,0.26,0,0,0
0,1,0.31632653061224486,0.23957505239575053,0.192,0.34146341463414637,0.32,0,0,1
1,0,0.5714285714285714,0.6642335766423357,0.112,0.3658536585365854,0.0,0,2,1
1,1,0.3571428571428571,0.155380501553805,0.15999999999999998,0.9756097560975612,0.06,0,0,3
0,1,0.6122448979591836,0.2470188624701886,0.408,0.5365853658536586,0.62,0,3,2
0,0,0.31632653061224486,0.31083327310833275,0.664,0.1951219512195122,0.33999999999999997,0,0,3
0,1,0.346938775510204,0.4918696249186961,0.328,0.2439024390243903,0.0,0,3,3
1,1,0.8673469387755102,0.10963359109633591,0.36,0.024390243902439046,0.14,0,2,0
0,1,0.7244897959183673,0.5216448652164486,0.536,0.14634146341463422,0.14,1,2,0
1,1,0.36734693877551017,0.5258365252583652,0.312,0.04878048780487804,0.2,1,2,3
1,1,0.3571428571428571,0.46541880465418795,0.528,0.12195121951219517,0.02,0,1,1
1,0,0.21428571428571425,0.28221435282214347,0.256,0.4146341463414634,0.32,0,2,3
2,1,0.47959183673469385,0.6452988364529882,0.44,0.21951219512195125,0.12000000000000001,0,1,2
0,1,0.520408163265306,0.5229457252294571,0.36,0.4146341463414634,0.22,1,2,1
1,2,0.6224489795918366,0.18501120185011202,0.576,0.3170731707317073,0.0,0,2,2
1,2,0.19387755102040813,0.8193249981932499,0.48,0.07317073170731708,0.09999999999999999,0,1,3
0,1,0.020408163265306124,0.5115270651152706,0.456,0.26829268292682934,0.38,0,3,0
1,1,0.5816326530612245,0.43398135433981344,0.264,0.6585365853658538,0.36,0,1,3
1,2,0.6122448979591836,0.5293777552937775,0.136,0.7073170731707319,0.02,0,2,0
2,2,0.6224489795918366,0.5388451253884512,0.64,0.9268292682926831,0.78,0,2,0
1,2,0.1530612244897959,0.5934089759340897,0.456,0.9756097560975612,0.88,0,3,3
1,1,0.43877551020408156,0.6194984461949844,0.424,0.902439024390244,0.7,1,0,2
0,2,0.26530612244897955,0.5002529450025294,0.624,0.5609756097560976,0.6,0,0,1
0,2,0.7448979591836734,0.49902435499024345,0.688,0.43902439024390244,0.36,0,3,0
0,0,0.5816326530612245,0.29103129291031293,0.92,0.8292682926829269,0.74,1,1,3
2,0,0.11224489795918367,0.1889137818891378,0.488,0.39024390243902446,0.2,0,1,1
1,1,0.22448979591836732,0.6448652164486521,0.304,0.6097560975609757,0.68,0,2,2
1,1,0.9591836734693877,0.33215292332152924,0.512,0.4146341463414634,0.36,0,2,2
2,2,0.520408163265306,0.25901568259015684,0.536,1.0,0.94,0,2,4
0,2,0.4693877551020408,0.3901857339018573,0.648,0.4146341463414634,0.38,0,1,1
0,1,0.44897959183673464,0.7488617474886173,0.288,0.17073170731707316,0.24000000000000002,1,0,1
2,1,0.43877551020408156,0.5028546650285466,0.44,0.8292682926829269,0.16,0,2,0
0,1,0.5612244897959183,0.2674712726747127,0.344,0.024390243902439046,0.0,0,1,2
1,1,0.05102040816326531,0.46267254462672536,0.408,0.2439024390243903,0.24000000000000002,0,0,2
2,1,0.18367346938775508,0.38613861386138615,0.44,0.3658536585365854,0.32,1,1,0
1,1,0.693877551020408,0.3415480234154802,0.08,0.6829268292682928,0.14,0,1,1
0,2,0.18367346938775508,0.1580544915805449,0.36,0.6829268292682928,0.52,0,3,1
1,1,0.9591836734693877,0.48384765483847647,0.736,0.5853658536585367,0.44,0,0,1
0,2,0.9183673469387754,0.3461010334610103,0.304,0.7073170731707319,0.6,0,1,2
1,1,0.05102040816326531,0.5686203656862036,0.296,0.6097560975609757,0.68,0,1,3
2,1,0.7959183673469387,0.7542097275420971,0.352,0.2439024390243903,0.27999999999999997,0,2,1
1,1,0.48979591836734687,0.40138758401387575,0.608,0.39024390243902446,0.0,1,2,0
1,1,0.4081632653061224,0.35238852352388517,0.23199999999999998,0.8048780487804879,0.09999999999999999,0,2,1
0,1,0.9693877551020408,0.31950567319505674,0.792,0.853658536585366,0.58,0,3,0
0,2,0.01020408163265306,0.38223603382236027,0.56,0.14634146341463422,0.12000000000000001,0,2,3
0,1,0.13265306122448978,0.3957505239575052,0.064,0.04878048780487804,0.02,0,2,2
0,1,0.6326530612244897,0.531184505311845,0.008,0.43902439024390244,0.0,0,0,2
1,1,0.16326530612244897,0.4204668642046686,0.64,0.6097560975609757,0.06,1,2,3
0,0,0.12244897959183672,0.5192599551925995,0.432,0.024390243902439046,0.2,0,1,1
0,2,0.08163265306122448,0.1756883717568837,0.576,0.26829268292682934,0.24000000000000002,0,2,0
0,1,0.42857142857142855,0.5605261256052612,0.488,0.7560975609756098,0.26,0,1,0
1,0,0.7857142857142856,0.6067066560670665,0.72,0.9268292682926831,0.82,1,1,0
2,0,0.9999999999999999,0.35094312350943124,0.15999999999999998,0.4634146341463415,0.0,0,0,1
1,1,0.1530612244897959,0.2893690828936908,0.12000000000000001,0.7073170731707319,0.2,1,2,2
0,1,0.2755102040816326,0.2945725229457252,0.576,0.6097560975609757,0.26,0,1,1
1,1,0.520408163265306,0.3585314735853147,0.856,0.9756097560975612,0.74,0,3,2
0,1,0.173469387755102,0.3659030136590301,0.20800000000000002,0.17073170731707316,0.09999999999999999,0,2,1
0,1,0.9591836734693877,0.6088747560887475,0.384,0.853658536585366,0.84,0,0,3
2,2,0.09183673469387754,0.6703042567030425,0.33599999999999997,0.7317073170731709,0.27999999999999997,0,2,1
0,1,0.8061224489795917,0.596950205969502,0.528,0.3170731707317073,0.18000000000000002,0,2,2
1,0,0.6326530612244897,0.5692707956927079,0.104,0.07317073170731708,0.09999999999999999,0,0,1
0,1,0.8775510204081631,0.3414034834140348,0.21600000000000003,0.6585365853658538,0.039999999999999994,0,0,0
1,2,0.1020408163265306,0.2410927224109272,0.632,0.9512195121951221,0.94,0,2,1
0,2,0.9591836734693877,0.4277661342776613,0.22399999999999998,0.024390243902439046,0.2,0,3,0
1,2,0.22448979591836732,0.18876924188769242,0.696,0.34146341463414637,0.2,0,0,4
2,1,0.9285714285714285,0.2318421623184216,0.15200000000000002,0.21951219512195125,0.32,0,2,1
0,1,0.8061224489795917,0.3765989737659897,0.352,0.7560975609756098,0.64,0,2,2
1,1,0.47959183673469385,0.49945797499457967,0.176,0.43902439024390244,0.0,0,2,2
1,2,0.336734693877551,0.4967839849678398,0.20800000000000002,0.902439024390244,0.26,1,3,4
0,2,0.0,0.5111657151116571,0.408,0.21951219512195125,0.3,0,1,1
0,0,0.38775510204081626,0.6328683963286839,0.32,0.04878048780487804,0.22,0,3,1
1,1,0.16326530612244897,0.43535448435354474,0.488,0.6585365853658538,0.58,0,2,2
1,1,0.2346938775510204,0.29262123292621234,0.384,0.853658536585366,0.2,0,3,3
1,2,0.36734693877551017,0.3749367637493676,0.264,0.09756097560975613,0.06,0,2,2
2,0,0.6428571428571428,0.7108477271084772,0.176,0.34146341463414637,0.33999999999999997,1,0,0
1,1,0.5510204081632653,0.1983088819830888,0.264,0.5609756097560976,0.42,0,1,0
2,2,0.846938775510204,0.30490713304907135,0.488,0.5365853658536586,0.42,0,1,1
1,2,0.1020408163265306,0.2509937125099371,0.04,0.43902439024390244,0.08,0,0,2
0,1,0.7755102040816326,0.41540796415407955,0.15999999999999998,0.26829268292682934,0.06,0,1,0
0,2,0.48979591836734687,0.5986846859868468,0.984,0.9512195121951221,0.92,0,2,3
1,2,0.336734693877551,0.6310616463106163,0.936,0.902439024390244,0.84,1,2,2
0,0,0.4591836734693877,0.4289224542892245,0.36,0.4146341463414634,0.14,0,2,3
2,2,0.05102040816326531,0.20221146202211462,0.05600000000000001,0.17073170731707316,0.14,0,2,0
0,1,0.01020408163265306,0.6017922960179228,0.46399999999999997,0.853658536585366,0.74,0,3,3
1,0,0.4081632653061224,0.5487461154874611,0.192,0.6097560975609757,0.26,0,2,0
2,2,0.4081632653061224,0.7759629977596298,0.296,0.902439024390244,0.5,0,2,0
1,1,0.673469387755102,0.5587193755871936,0.368,0.1951219512195122,0.14,1,1,2
1,1,0.22448979591836732,0.6093806460938064,0.32,0.5365853658536586,0.44,0,0,0
0,1,0.0,0.35629110356291105,0.392,0.26829268292682934,0.14,0,1,1
1,2,0.5408163265306122,0.6551275565512755,0.648,0.5853658536585367,0.64,0,2,0
1,0,0.8265306122448979,0.2848883428488834,0.712,0.5853658536585367,0.39999999999999997,0,1,0
1,2,0.8877551020408162,0.31697622316976215,0.424,0.1951219512195122,0.2,0,1,3
1,1,0.7857142857142856,0.5910963359109633,0.424,0.34146341463414637,0.24000000000000002,0,2,0
1,0,0.7755102040816326,0.5278600852786007,0.472,0.9756097560975612,0.5,0,3,0
0,1,0.9387755102040816,0.5506251355062513,0.696,0.902439024390244,0.48,1,1,3
1,1,0.8061224489795917,0.22880682228806823,0.46399999999999997,0.7317073170731709,0.33999999999999997,0,1,1
1,2,0.6122448979591836,0.3884512538845125,0.23199999999999998,0.34146341463414637,0.0,0,1,3
1,0,0.01020408163265306,0.5367492953674928,0.488,0.7317073170731709,0.58,1,3,3
1,2,0.12244897959183672,0.6691479366914793,0.288,0.8048780487804879,0.42,0,2,3
0,1,0.173469387755102,0.40080942400809416,0.408,0.9268292682926831,0.72,0,2,0
0,0,0.061224489795918366,0.2512105225121052,0.64,0.878048780487805,0.45999999999999996,1,2,2
